# Time (seconds),f0_f0,f0_f1,f0_f2,f0_f3,f0_f4,f0_f5
0.0099999,0.5710170865058899,-0.09038111567497253,9.865307807922363,-0.0018310546875,-0.0030517578125,-0.0030517578125
0.029999900000000003,0.5710170865058899,-0.09038111567497253,9.865307807922363,-0.0018310546875,-0.0030517578125,-0.0030517578125
0.0499999,0.5710170865058899,-0.08978256583213806,9.865307807922363,-0.0018310546875,-0.00335693359375,-0.002593994140625
0.0699999,0.5692214369773865,-0.08978256583213806,9.865307807922363,-0.00091552734375,-0.003509521484375,-0.002288818359375
0.08999990000000001,0.568622887134552,-0.08978256583213806,9.864709854125977,-0.001678466796875,-0.003509521484375,-0.003509521484375
0.10999990000000001,0.568622887134552,-0.090979665517807,9.864709854125977,-0.001983642578125,-0.003204345703125,-0.002899169921875
0.1299999,0.5692214369773865,-0.090979665517807,9.864709854125977,-0.0018310546875,-0.003814697265625,-0.001983642578125
0.14999990000000002,0.5692214369773865,-0.09217676520347595,9.86351203918457,-0.001068115234375,-0.003814697265625,-0.00244140625
0.1699999,0.569819986820221,-0.09277531504631042,9.86351203918457,-0.0018310546875,-0.00335693359375,-0.0018310546875
0.1899999,0.5680243372917175,-0.0933738648891449,9.862914085388184,-0.001678466796875,-0.003509521484375,-0.00244140625
0.20999990000000002,0.5668272376060486,-0.0933738648891449,9.862914085388184,-0.0018310546875,-0.003814697265625,-0.0030517578125
0.2299999,0.5668272376060486,-0.09217676520347595,9.864110946655273,-0.001678466796875,-0.003662109375,-0.002288818359375
0.2499999,0.5674257874488831,-0.090979665517807,9.864709854125977,-0.001678466796875,-0.002899169921875,-0.0018310546875
0.2699999,0.5680243372917175,-0.09038111567497253,9.867103576660156,-0.001678466796875,-0.002899169921875,-0.00274658203125
0.28999990000000003,0.5692214369773865,-0.090979665517807,9.86770248413086,-0.001220703125,-0.002899169921875,-0.0030517578125
0.3099999,0.569819986820221,-0.09217676520347595,9.86889934539795,-0.001373291015625,-0.003662109375,-0.0030517578125
0.3299999,0.5710170865058899,-0.0933738648891449,9.869498252868652,-0.00091552734375,-0.003662109375,-0.00274658203125
0.34999990000000003,0.5710170865058899,-0.0933738648891449,9.86770248413086,-0.00152587890625,-0.002899169921875,-0.00335693359375
0.3699999,0.5704185366630554,-0.09217676520347595,9.86650562286377,-0.0018310546875,-0.003509521484375,-0.002288818359375
0.3899999,0.569819986820221,-0.090979665517807,9.865906715393066,-0.00152587890625,-0.0042724609375,-0.00213623046875
0.40999990000000003,0.569819986820221,-0.08858546614646912,9.86650562286377,-0.001983642578125,-0.00396728515625,-0.003204345703125
0.4299999,0.5716156363487244,-0.08918401598930359,9.86770248413086,-0.001678466796875,-0.00335693359375,-0.0018310546875
0.4499999,0.5710170865058899,-0.08918401598930359,9.869498252868652,-0.00091552734375,-0.00274658203125,-0.0018310546875
0.4699999,0.5716156363487244,-0.090979665517807,9.870695114135742,-0.001220703125,-0.003662109375,-0.002593994140625
0.4899999,0.5710170865058899,-0.09217676520347595,9.870096206665039,-0.001373291015625,-0.00335693359375,-0.00274658203125
0.5099999,0.5704185366630554,-0.09217676520347595,9.870096206665039,-0.0018310546875,-0.003509521484375,-0.00244140625
0.5299999,0.569819986820221,-0.09157821536064148,9.870096206665039,-0.001373291015625,-0.003662109375,-0.00244140625
0.5499999,0.5710170865058899,-0.09157821536064148,9.869498252868652,-0.00091552734375,-0.0030517578125,-0.00244140625
0.5699999,0.5710170865058899,-0.09157821536064148,9.86889934539795,-0.001068115234375,-0.00335693359375,-0.002593994140625
0.5899998999999999,0.5704185366630554,-0.0933738648891449,9.867103576660156,-0.001983642578125,-0.00335693359375,-0.002288818359375
0.6099998999999999,0.5710170865058899,-0.0933738648891449,9.865307807922363,-0.001983642578125,-0.003204345703125,-0.002288818359375
0.6299999,0.569819986820221,-0.09397241473197937,9.862914085388184,-0.00091552734375,-0.003509521484375,-0.001983642578125
0.6499999,0.5692214369773865,-0.09217676520347595,9.86111831665039,-0.001068115234375,-0.003509521484375,-0.00213623046875
0.6699999,0.5674257874488831,-0.09038111567497253,9.8599214553833,-0.002593994140625,-0.0030517578125,-0.002899169921875
0.6899999,0.5668272376060486,-0.08918401598930359,9.860519409179688,-0.0018310546875,-0.003509521484375,-0.00274658203125
0.7099999,0.5668272376060486,-0.08918401598930359,9.862914085388184,-0.00213623046875,-0.00396728515625,-0.00213623046875
0.7299998999999999,0.568622887134552,-0.08978256583213806,9.86650562286377,-0.001983642578125,-0.002899169921875,-0.002899169921875
0.7499998999999999,0.569819986820221,-0.09157821536064148,9.869498252868652,-0.00152587890625,-0.003204345703125,-0.002899169921875
0.7699999,0.5710170865058899,-0.09157821536064148,9.871294021606445,-0.001678466796875,-0.003662109375,-0.0030517578125
0.7899999,0.5728127360343933,-0.09217676520347595,9.871294021606445,-0.0006103515625,-0.0030517578125,-0.00274658203125
0.8099999,0.5722141861915588,-0.09157821536064148,9.870695114135742,-0.001373291015625,-0.002288818359375,-0.002593994140625
0.8299999,0.5722141861915588,-0.09157821536064148,9.872490882873535,-0.000457763671875,-0.001678466796875,-0.002288818359375
0.8499998999999999,0.5716156363487244,-0.090979665517807,9.874286651611328,-0.000152587890625,-0.001068115234375,-0.00274658203125
0.8699998999999999,0.569819986820221,-0.08978256583213806,9.877279281616211,-0.000762939453125,-0.00091552734375,-0.00274658203125
0.8899999,0.5680243372917175,-0.08858546614646912,9.879075050354004,-0.00030517578125,-0.000457763671875,-0.002288818359375
0.9099999,0.5662286877632141,-0.08559270948171616,9.877877235412598,0,0.00030517578125,-0.001678466796875
0.9299999,0.5626373887062073,-0.08559270948171616,9.874286651611328,0.000152587890625,0,-0.00274658203125
0.9499999,0.5608417391777039,-0.08379705995321274,9.870096206665039,-0.000457763671875,-0.001220703125,-0.002288818359375
0.9699998999999999,0.5590460896492004,-0.08499415963888168,9.864709854125977,-0.001068115234375,-0.00152587890625,-0.00274658203125
0.9899998999999999,0.5596446394920349,-0.08499415963888168,9.8599214553833,-0.0006103515625,-0.00274658203125,-0.00274658203125
1.0099999,0.5602431893348694,-0.08619125932455063,9.856329917907715,-0.0006103515625,-0.002899169921875,-0.00244140625
1.0299999,0.5608417391777039,-0.0867898091673851,9.854534149169922,-0.001068115234375,-0.00213623046875,-0.002593994140625
1.0499999,0.5614402890205383,-0.08798690885305405,9.854534149169922,-0.001068115234375,-0.00244140625,-0.00244140625
1.0699999,0.5602431893348694,-0.08918401598930359,9.856928825378418,-0.001068115234375,-0.003509521484375,-0.00213623046875
1.0899999,0.5596446394920349,-0.08858546614646912,9.8599214553833,-0.0006103515625,-0.00396728515625,-0.00244140625
1.1099999,0.558447539806366,-0.08798690885305405,9.861717224121094,-0.0018310546875,-0.002288818359375,-0.002593994140625
1.1299999,0.558447539806366,-0.0867898091673851,9.86231517791748,-0.000457763671875,-0.002593994140625,-0.002593994140625
1.1499999,0.5590460896492004,-0.08499415963888168,9.864110946655273,-0.000457763671875,-0.003204345703125,-0.00244140625
1.1699998999999999,0.558447539806366,-0.08559270948171616,9.864709854125977,-0.00152587890625,-0.003662109375,-0.00244140625
1.1899998999999999,0.5596446394920349,-0.08619125932455063,9.865307807922363,-0.0018310546875,-0.003662109375,-0.002593994140625
1.2099999,0.5590460896492004,-0.08798690885305405,9.867103576660156,-0.00213623046875,-0.003814697265625,-0.00335693359375
1.2299999,0.5578489899635315,-0.08798690885305405,9.86770248413086,-0.001220703125,-0.003509521484375,-0.00244140625
1.2499999,0.5566518902778625,-0.08858546614646912,9.867103576660156,-0.00152587890625,-0.003662109375,-0.00244140625
1.2699999,0.5560533404350281,-0.08798690885305405,9.86770248413086,-0.001678466796875,-0.003204345703125,-0.002288818359375
1.2899999,0.5560533404350281,-0.08738835901021957,9.868300437927246,-0.001678466796875,-0.003814697265625,-0.0018310546875
1.3099999,0.557250440120697,-0.0867898091673851,9.871294021606445,-0.00244140625,-0.00335693359375,-0.002593994140625
1.3299999,0.557250440120697,-0.08559270948171616,9.872490882873535,-0.0018310546875,-0.002899169921875,-0.002899169921875
1.3499999,0.5554547905921936,-0.08559270948171616,9.871891975402832,-0.001678466796875,-0.00335693359375,-0.0030517578125
1.3699999,0.5548562407493591,-0.08499415963888168,9.870096206665039,-0.001373291015625,-0.00396728515625,-0.002593994140625
1.3899999,0.5548562407493591,-0.08499415963888168,9.871891975402832,-0.001678466796875,-0.00396728515625,-0.002899169921875
1.4099999,0.5548562407493591,-0.08559270948171616,9.870695114135742,-0.001068115234375,-0.00335693359375,-0.002593994140625
1.4299998999999999,0.557250440120697,-0.0867898091673851,9.872490882873535,-0.001678466796875,-0.003204345703125,-0.00213623046875
1.4499999,0.558447539806366,-0.0867898091673851,9.871891975402832,-0.001983642578125,-0.004119873046875,-0.00244140625
1.4699999,0.5602431893348694,-0.08858546614646912,9.871294021606445,-0.00244140625,-0.00335693359375,-0.002288818359375
1.4899999,0.5614402890205383,-0.08918401598930359,9.869498252868652,-0.0018310546875,-0.0030517578125,-0.003204345703125
1.5099999,0.42616790533065796,0.04189852997660637,9.838972091674805,-0.007781982421875,-0.0018310546875,0.00823974609375
1.5299999,0.5129576921463013,-0.05267243832349777,9.859322547912598,-0.145111083984375,0.028228759765625,0.11688232421875
1.5499999,0.4471171796321869,0.07062894850969315,9.853337287902832,0.013580322265625,-0.005340576171875,0.0726318359375
1.5699999,0.569819986820221,-0.009576806798577309,9.877877235412598,0.12725830078125,-0.03021240234375,0.189666748046875
1.5899999,0.6111199855804443,0.048482585698366165,9.895236015319824,0.07720947265625,-0.0128173828125,0.4034423828125
1.6099999,0.4255693554878235,0.14365209639072418,9.914987564086914,0.02349853515625,0.002288818359375,0.770111083984375
1.6299999,0.2603694200515747,0.2059013396501541,9.908403396606445,0.05126953125,0.01190185546875,1.376495361328125
1.6499999,-0.15143325924873352,0.5273229479789734,9.935338973999023,0.052032470703125,0.0079345703125,1.7236328125
1.6699999,-0.4626794755458832,0.7799112200737,9.882067680358887,0.1690673828125,0.005645751953125,2.559967041015625
1.6899998999999999,-0.5051765441894531,0.9283517003059387,9.910798072814941,0.188446044921875,0.018768310546875,4.03564453125
1.7099999,-0.5668272376060486,0.823006808757782,9.8970308303833,0.1239013671875,-0.0103759765625,3.838653564453125
1.7299999,-0.20350714027881622,0.3250128924846649,9.903017044067383,0.157928466796875,-0.129852294921875,3.307342529296875
1.7499999,0.05626374110579491,-0.27473464608192444,9.928754806518555,0.135498046875,-0.053253173828125,2.692413330078125
1.7699999,0.40701428055763245,-0.767341673374176,9.906607627868652,0.11260986328125,0.04425048828125,2.53509521484375
1.7899999,0.6087257862091064,-1.1318588256835938,9.890447616577148,0.1116943359375,0.026397705078125,2.41973876953125
1.8099999,0.7649474143981934,-1.3180080652236938,9.87967300415039,0.078277587890625,-0.0067138671875,1.61285400390625
1.8299999,0.8463503122329712,-1.45806884765625,9.873687744140625,0.04791259765625,-0.012664794921875,0.864105224609375
1.8499999,0.838569164276123,-1.4185645580291748,9.867103576660156,0.010528564453125,0.000457763671875,0.332183837890625
1.8699999,0.8667010068893433,-1.3682862520217896,9.86231517791748,-0.01068115234375,0.028839111328125,0.07965087890625
1.8899999,0.8762778043746948,-1.2413935661315918,9.852140426635742,-0.038604736328125,0.04058837890625,-0.330657958984375
1.9099999,0.9445125460624695,-1.20368492603302,9.840767860412598,-0.08026123046875,0.06561279296875,-1.013031005859375
1.9299998999999999,1.1025298833847046,-1.4401123523712158,9.82640266418457,-0.1312255859375,0.108795166015625,-1.8023681640625
1.9499999,1.113303780555725,-1.755548357963562,9.871891975402832,-0.39642333984375,0.081024169921875,-3.262939453125
1.9699999,0.8595184087753296,-2.3050177097320557,9.861717224121094,-0.246734619140625,0.124359130859375,-4.922027587890625
1.9899999,-0.07841010391712189,-2.8425159454345703,9.936535835266113,-0.25726318359375,0.0311279296875,-5
2.0099999,-1.2665326595306396,-2.7736825942993164,9.938331604003906,-0.25115966796875,-0.019683837890625,-5
2.0299999,-2.1739351749420166,-1.8997989892959595,9.97065258026123,0.040740966796875,-0.032806396484375,-4.758453369140625
2.0499999,-2.6449942588806152,-0.12030863761901855,9.945513725280762,0.0830078125,-0.04791259765625,-2.573699951171875
2.0699999,-2.2415714263916016,1.7256208658218384,9.93474006652832,0.027923583984375,-0.02197265625,-0.75958251953125
2.0899999,-1.4778209924697876,3.1226375102996826,9.893440246582031,0.010528564453125,-0.000152587890625,0.38238525390625
2.1099999,-0.6913257241249084,3.3417069911956787,9.865307807922363,0.02288818359375,0.00213623046875,0.621795654296875
2.1299999,-0.020350715145468712,2.698265314102173,9.849745750427246,0.025177001953125,-0.000152587890625,0.53466796875
2.1499999,0.47465047240257263,1.643619418144226,9.845556259155273,0.0201416015625,0.000152587890625,0.491790771484375
2.1699999,0.750582218170166,0.645237386226654,9.847949981689453,0.011444091796875,0.000152587890625,0.431365966796875
2.1899999,0.8852560520172119,-0.11013327538967133,9.853337287902832,0.010223388671875,0.00091552734375,0.400390625
2.2099999,0.8732850551605225,-0.5039794445037842,9.858723640441895,0.0030517578125,-0.00091552734375,0.20538330078125
2.2299999,0.8259995579719543,-0.6584054827690125,9.86351203918457,0.003509521484375,-0.001983642578125,0.1385498046875
2.2499999,0.7487865686416626,-0.6105214357376099,9.865906715393066,0.00244140625,-0.00244140625,0.11260986328125
2.2699999,0.6769605278968811,-0.4626794755458832,9.865906715393066,0.001678466796875,-0.003204345703125,0.09429931640625
2.2899999,0.6171054840087891,-0.2932897210121155,9.867103576660156,-0.000152587890625,-0.002288818359375,0.067291259765625
2.3099999,0.5823895931243896,-0.15981295704841614,9.865906715393066,-0.000762939453125,-0.002593994140625,0.051727294921875
2.3299999,0.5638344883918762,-0.07661445438861847,9.869498252868652,-0.003204345703125,-0.003814697265625,0.018310546875
2.3499999,0.5590460896492004,-0.03770867735147476,9.869498252868652,-0.0042724609375,-0.00335693359375,-0.00213623046875
2.3699999,0.5578489899635315,-0.028730420395731926,9.870695114135742,-0.002288818359375,-0.0030517578125,-0.00335693359375
2.3899999,0.5554547905921936,-0.019153613597154617,9.871891975402832,-0.00244140625,-0.0030517578125,0.006256103515625
2.4099999,0.5560533404350281,-0.03411737456917763,9.871294021606445,-0.000457763671875,-0.003814697265625,0.034332275390625
2.4299999,0.5578489899635315,-0.03950432687997818,9.872490882873535,-0.001068115234375,-0.003204345703125,0.019378662109375
2.4499999,0.5626373887062073,-0.05985504388809204,9.870695114135742,-0.003204345703125,-0.002288818359375,-0.00457763671875
2.4699999,0.5674257874488831,-0.07541735470294952,9.870695114135742,-0.002593994140625,-0.00335693359375,-0.003662109375
2.4899999,0.568622887134552,-0.08140286058187485,9.869498252868652,-0.002288818359375,-0.003662109375,-0.0018310546875
2.5099999,0.5668272376060486,-0.07960720360279083,9.869498252868652,-0.00152587890625,-0.004119873046875,-0.00213623046875
2.5299999,0.5650315880775452,-0.07481880486011505,9.869498252868652,-0.001068115234375,-0.00396728515625,-0.00213623046875
2.5499999,0.5638344883918762,-0.07003039866685867,9.870695114135742,-0.001373291015625,-0.00335693359375,-0.001983642578125
2.5699999,0.5626373887062073,-0.06584054976701736,9.871294021606445,-0.00213623046875,-0.003662109375,-0.0018310546875
2.5899999,0.5626373887062073,-0.06344634294509888,9.870695114135742,-0.00244140625,-0.003204345703125,-0.001678466796875
2.6099999,0.5620388388633728,-0.061052143573760986,9.869498252868652,-0.001678466796875,-0.003814697265625,-0.002288818359375
2.6299999,0.5620388388633728,-0.060453593730926514,9.867103576660156,-0.0018310546875,-0.0030517578125,-0.00244140625
2.6499999,0.5614402890205383,-0.05925649031996727,9.865906715393066,-0.001220703125,-0.003204345703125,-0.00274658203125
2.6699999,0.5632359385490417,-0.05985504388809204,9.865906715393066,-0.0006103515625,-0.003814697265625,-0.002593994140625
2.6899999,0.5644330382347107,-0.061052143573760986,9.86770248413086,-0.00030517578125,-0.00335693359375,-0.00244140625
2.7099999,0.5668272376060486,-0.06224924325942993,9.869498252868652,-0.000152587890625,-0.004119873046875,-0.003204345703125
2.7299999,0.5680243372917175,-0.06344634294509888,9.871891975402832,0.000152587890625,-0.004425048828125,-0.002288818359375
2.7499999,0.569819986820221,-0.06344634294509888,9.871891975402832,-0.0006103515625,-0.003662109375,-0.001983642578125
